id	affixes	text	en_ud2.bpe_12442.txt	en_ud2.bpe_24884.txt	en_ud2.bpe_49768.txt
136	-ably,-an,-ed,-en,-er,-est,-in,-ment,al-,an-	MMA also captured the Northwest Frontier Province, which probably shelters Bin Laden and al-Zawahiri, and is in a joint government of Baluchistan Province, also on the Afghanistan border.	▁M MA ▁also ▁captured ▁the ▁North west ▁Front ier ▁Province , ▁which ▁probably ▁shel ters ▁Bin▁Laden ▁and ▁al - Zawahiri , ▁and▁is ▁in▁a ▁joint ▁government ▁of▁B al uch istan ▁Province , ▁also ▁on▁the ▁Afghanistan ▁border .	▁MMA ▁also ▁captured▁the ▁North west ▁Frontier ▁Province , ▁which ▁probably ▁shel ters ▁Bin▁Laden ▁and▁al - Zawahiri , ▁and▁is ▁in▁a ▁joint ▁government ▁of▁B al uchistan ▁Province , ▁also ▁on▁the ▁Afghanistan ▁border .	▁MMA ▁also ▁captured▁the ▁North west▁Frontier ▁Province , ▁which ▁probably ▁shelters ▁Bin▁Laden ▁and▁al - Zawahiri , ▁and▁is▁in▁a ▁joint ▁government ▁of▁B al uchistan ▁Province , ▁also ▁on▁the ▁Afghanistan ▁border .
137	-al,-an,-ary,-er,-es,-ey,-gate,-ist,-or,-st,ag-,al-,an-,co-,in-,off-	If al-Qaeda can kill Musharraf or instigate a military coup against him by Islamist junior officers, they can hope to catapult the MMA to power as political allies and hosts.	▁If ▁al - Qaeda ▁can ▁kill ▁Musharraf ▁or ▁inst ig ate▁a ▁military ▁coup ▁against ▁him ▁by ▁Islam ist ▁j un ior ▁officers , ▁they▁can ▁hope ▁to ▁cat ap ult ▁the▁M MA ▁to ▁power ▁as ▁political ▁all ies▁and ▁host s .	▁If ▁al - Qaeda ▁can ▁kill ▁Musharraf ▁or ▁instig ate▁a ▁military ▁coup ▁against ▁him ▁by ▁Islamist ▁jun ior ▁officers , ▁they▁can ▁hope▁to ▁cat ap ult ▁the▁M MA ▁to ▁power ▁as ▁political ▁allies▁and ▁hosts .	▁If ▁al - Qaeda ▁can ▁kill ▁Musharraf ▁or ▁instig ate▁a ▁military ▁coup ▁against ▁him▁by ▁Islamist ▁junior▁officers , ▁they▁can ▁hope▁to▁cat ap ult ▁the▁MMA▁to ▁power ▁as ▁political ▁allies▁and ▁hosts .
138	-ar,-ase,-er,-ey,-in,-ist,-ol,-or,al-,con-,ter-	They would thereby gain control of a major base for terrorist operations, which is also a nuclear power.	▁They ▁would ▁there by ▁gain ▁control ▁of▁a ▁major ▁base ▁for ▁terrorist ▁operations , ▁which▁is ▁also▁a ▁nuclear ▁power .	▁They ▁would ▁thereby ▁gain ▁control ▁of▁a ▁major ▁base ▁for ▁terrorist ▁operations , ▁which▁is ▁also▁a ▁nuclear▁power .	▁They ▁would ▁thereby ▁gain ▁control ▁of▁a ▁major ▁base▁for ▁terrorist ▁operations , ▁which▁is ▁also▁a ▁nuclear▁power .
139	-es,-ly,-st,-th,al-,un-	All this is highly unlikely, as with most al-Qaeda crackpot schemes.	▁All ▁this▁is ▁highly ▁unlikely , ▁as ▁with ▁most ▁al - Qaeda ▁crack pot ▁sc hem es .	▁All ▁this▁is ▁highly ▁unlikely , ▁as ▁with▁most ▁al - Qaeda ▁crackpot ▁schem es .	▁All ▁this▁is ▁highly ▁unlikely , ▁as ▁with▁most ▁al - Qaeda ▁crackpot ▁schem es .
140	-all,-an,-er,-in,-ly,ov-,un-	But so was it unlikely that a small group of Arab mujahidin would virtually take over Afghanistan.	▁But ▁so ▁was ▁it ▁unlikely ▁that ▁a▁small ▁group▁of ▁Arab ▁m uj ah id in ▁would ▁virtually ▁take ▁over ▁Afghanistan .	▁But ▁so ▁was▁it ▁unlikely ▁that ▁a▁small ▁group▁of ▁Arab ▁m ujah id in ▁would ▁virtually ▁take ▁over ▁Afghanistan .	▁But ▁so▁was▁it ▁unlikely ▁that ▁a▁small ▁group▁of ▁Arab ▁mujahidin ▁would ▁virtually ▁take▁over ▁Afghanistan .
141	-an,-cy,-en,-er,-ment,-st	Response: The US must do whatever it can to strengthen the legitimacy of the Pakistani government.	▁Resp onse : ▁The▁US ▁must ▁do▁whatever ▁it▁can ▁to ▁strengthen ▁the ▁legit im acy ▁of▁the ▁Pakistani ▁government .	▁Response : ▁The▁US ▁must ▁do▁whatever ▁it▁can ▁to ▁strengthen ▁the ▁legit imacy ▁of▁the ▁Pakistani ▁government .	▁Response : ▁The▁US ▁must ▁do▁whatever ▁it▁can ▁to▁strengthen ▁the ▁legitimacy ▁of▁the ▁Pakistani ▁government .
142	-al,-ent,-er,-es,-form,-ious,-ly,-or,-ship,-tion,-ure,an-,con-,di-,on-,pre-,re-,uni-	"On the one hand, it should pressure Musharraf to take off his uniform and run for president in a fair election, and to repeal the contentious ""Legal Framework Order"" that essentially perpetuates his dictatorship."	"▁On ▁the▁one ▁hand , ▁it ▁should ▁pressure ▁Musharraf ▁to▁take ▁off ▁his ▁unif orm ▁and ▁run ▁for ▁president ▁in▁a ▁fair ▁election , ▁and ▁to▁re pe al ▁the ▁content ious ▁"" Le gal ▁Fr ame work ▁Order "" ▁that ▁essentially ▁per pet u ates ▁his ▁dict ators hip ."	"▁On ▁the▁one ▁hand , ▁it ▁should ▁pressure ▁Musharraf ▁to▁take ▁off ▁his ▁uniform ▁and ▁run ▁for ▁president ▁in▁a ▁fair ▁election , ▁and ▁to▁repe al ▁the ▁content ious ▁"" Legal ▁Fr ame work ▁Order "" ▁that ▁essentially ▁per pet u ates ▁his ▁dictatorship ."	"▁On▁the▁one▁hand , ▁it▁should ▁pressure ▁Musharraf ▁to▁take▁off ▁his▁uniform ▁and ▁run ▁for ▁president ▁in▁a▁fair ▁election , ▁and ▁to▁repeal ▁the ▁content ious ▁"" Legal ▁Fr amework▁Order "" ▁that ▁essentially ▁per petuates▁his ▁dictatorship ."
143	-an,-ed,-er,-es,-et,-ty,an-,de-,re-	On the other, restrictions should be lifted on the mainstream Muslim League-N and Pakistan People's Party, who can defeat the MMA in fair elections if not hogtied by the secret police.	▁On▁the▁other , ▁restrict ions ▁should▁be ▁lift ed▁on▁the ▁main stream ▁Muslim ▁Le ague - N ▁and ▁Pakistan ▁People ' s ▁Party , ▁who ▁can ▁defeat ▁the▁M MA ▁in ▁fair ▁elections ▁if▁not ▁h og t i ed▁by▁the ▁secret ▁police .	▁On▁the▁other , ▁restrictions ▁should▁be ▁lift ed▁on▁the ▁mainstream ▁Muslim ▁League - N ▁and▁Pakistan ▁People ' s ▁Party , ▁who▁can ▁defeat ▁the▁M MA ▁in ▁fair ▁elections ▁if▁not ▁h og t i ed▁by▁the ▁secret ▁police .	▁On▁the▁other , ▁restrictions ▁should▁be ▁lift ed▁on▁the ▁mainstream ▁Muslim ▁League - N ▁and▁Pakistan ▁People ' s ▁Party , ▁who▁can ▁defeat ▁the▁MMA▁in ▁fair ▁elections ▁if▁not ▁h ogtied▁by▁the ▁secret▁police .
144	-al,-an,-er,-ia,-ment,an-,in-,is-	On the other hand, the US should strong-arm India and Pakistan into a final settlement of the Kashmir issue.	▁On▁the▁other ▁hand , ▁the▁US ▁should ▁strong - arm ▁India▁and ▁Pakistan ▁into▁a ▁final ▁settlement ▁of▁the ▁Kashmir ▁issue .	▁On▁the▁other ▁hand , ▁the▁US ▁should ▁strong - arm ▁India▁and ▁Pakistan ▁into▁a ▁final ▁settlement ▁of▁the ▁Kashmir ▁issue .	▁On▁the▁other ▁hand , ▁the▁US ▁should ▁strong - arm ▁India▁and ▁Pakistan ▁into▁a ▁final ▁settlement ▁of▁the ▁Kashmir▁issue .
145	-ate,-ed,-ess,-fication,-ian,-ing,-or,at-,over-	Al-Zawahiri attempted to use Musharraf's lack of progress in helping the Muslims of that Indian state as a justification for his overthrow.	▁Al - Zawahiri ▁attempted▁to ▁use ▁Musharraf ' s ▁lack▁of ▁progress ▁in ▁help ing▁the ▁Muslim s▁of ▁that ▁Indian ▁state ▁as▁a ▁just ification ▁for▁his ▁overth row .	▁Al - Zawahiri ▁attempted▁to ▁use ▁Musharraf ' s ▁lack▁of ▁progress▁in ▁helping▁the ▁Muslim s▁of ▁that ▁Indian ▁state ▁as▁a ▁justification ▁for▁his ▁overthrow .	▁Al - Zawahiri ▁attempted▁to ▁use ▁Musharraf ' s ▁lack▁of ▁progress▁in ▁helping▁the ▁Muslim s▁of ▁that ▁Indian ▁state ▁as▁a ▁justification ▁for▁his ▁overthrow .
146	-an,-ar,-en,-er,-es,-id,-ism,an-,di-,gen-,is-,ter-	The Kashmir issue generates far more terrorism, and even the threat of nuclear war, than Iraq ever did.	▁The ▁Kashmir ▁issue ▁gener ates ▁far▁more ▁terrorism , ▁and▁even ▁the ▁threat ▁of ▁nuclear ▁war , ▁than ▁Iraq ▁ever ▁did .	▁The ▁Kashmir ▁issue ▁gener ates ▁far▁more ▁terrorism , ▁and▁even ▁the ▁threat▁of ▁nuclear▁war , ▁than ▁Iraq ▁ever ▁did .	▁The ▁Kashmir▁issue ▁generates ▁far▁more ▁terrorism , ▁and▁even▁the ▁threat▁of ▁nuclear▁war , ▁than ▁Iraq ▁ever ▁did .
147	-age,-es,-et,-ing,-ist,-ment,-on,-st,an-,en-,ir-	2) Target Israel and encourage the worst elements of the Palestinians by playing on the iron fist policies of the Sharon government.	▁2) ▁Tar get ▁Israel ▁and ▁encourage ▁the▁worst ▁elements ▁of▁the ▁Palestinians ▁by ▁playing ▁on▁the ▁iron ▁f ist ▁polic ies ▁of▁the ▁Sharon ▁government .	▁2) ▁Target ▁Israel ▁and ▁encourage ▁the▁worst ▁elements ▁of▁the ▁Palestinians ▁by ▁playing ▁on▁the ▁iron ▁fist ▁polic ies▁of▁the ▁Sharon ▁government .	▁2) ▁Target ▁Israel ▁and ▁encourage ▁the▁worst ▁elements▁of▁the ▁Palestinians ▁by ▁playing ▁on▁the ▁iron▁fist ▁polic ies▁of▁the ▁Sharon ▁government .
148	-ed,-ess,-ing,-ly,an-,iso-	Response: The US has succeeded in politically isolating Hamas, and started the process of cutting off its funding.	▁Resp onse : ▁The▁US ▁has ▁succeed ed▁in ▁polit ically ▁isol ating ▁Hamas , ▁and ▁start ed▁the ▁process▁of ▁cut ting ▁off ▁its ▁funding .	▁Response : ▁The▁US ▁has ▁succeeded▁in ▁politically ▁isol ating ▁Hamas , ▁and▁start ed▁the ▁process▁of ▁cutting ▁off ▁its ▁funding .	▁Response : ▁The▁US▁has ▁succeeded▁in ▁politically ▁isolating ▁Hamas , ▁and▁start ed▁the ▁process▁of ▁cutting▁off ▁its▁funding .
149	-an,-ar,-ed,-ess,-ist,-ization,-ly,an-,at-,on-,ter-	This terrorist organization can now only pull off far less sophisticated bombings and attacks.	▁This ▁terrorist ▁organization ▁can ▁now ▁only ▁pull ▁off ▁far ▁less ▁s oph istic ated ▁bomb ings▁and ▁attacks .	▁This ▁terrorist ▁organization ▁can ▁now ▁only ▁pull ▁off ▁far ▁less ▁soph istic ated ▁bomb ings▁and ▁attacks .	▁This ▁terrorist ▁organization ▁can ▁now ▁only ▁pull▁off ▁far ▁less ▁sophisticated ▁bomb ings▁and ▁attacks .
150	-ed,con-,de-	It should continue to be defanged.	▁It ▁should ▁continue ▁to▁be ▁def anged .	▁It ▁should ▁continue ▁to▁be ▁def anged .	▁It ▁should ▁continue ▁to▁be▁def anged .
151	-al,-ation,-es,-est,-ing,-ist,-ive,-ization,-ly,-on,-ure,ad-,an-,ap-,col-,gen-,ir-,out-,pre-	But Sharon's iron fist is simply not working as a means of establishing general peace, and the Bush administration will have to finally apply effective pressure on Sharon to stop his outrages in and colonization of the West Bank and Gaza.	▁But ▁Sharon ' s ▁iron ▁f ist ▁is ▁simply ▁not ▁working ▁as▁a ▁means ▁of ▁establish ing ▁general ▁peace , ▁and▁the ▁Bush ▁administration ▁will ▁have▁to ▁finally ▁apply ▁effective ▁pressure ▁on ▁Sharon ▁to▁stop ▁his ▁out ra ges ▁in▁and ▁colon ization ▁of▁the ▁West▁Bank ▁and▁G aza .	▁But ▁Sharon ' s ▁iron ▁fist ▁is▁simply ▁not ▁working ▁as▁a ▁means▁of ▁establishing ▁general ▁peace , ▁and▁the ▁Bush ▁administration ▁will ▁have▁to ▁finally ▁apply ▁effective ▁pressure ▁on ▁Sharon ▁to▁stop ▁his ▁outra ges ▁in▁and ▁colonization ▁of▁the ▁West▁Bank ▁and▁G aza .	▁But ▁Sharon ' s▁iron▁fist ▁is▁simply ▁not ▁working ▁as▁a ▁means▁of ▁establishing ▁general ▁peace , ▁and▁the ▁Bush ▁administration ▁will▁have▁to ▁finally ▁apply ▁effective ▁pressure ▁on ▁Sharon ▁to▁stop ▁his ▁outrages ▁in▁and ▁colonization ▁of▁the ▁West▁Bank ▁and▁G aza .
152	-arch,-ard,-ed,-er,-es,-et,-ine,-ing,-ism,-ling,-ol,-or,-th,ag-,al-,an-,in-,ov-,re-,ter-,to-	Sharon's hard line has worked in tandem with Hamas's terrorism to ratchet up tensions further and further, which spill over into the Muslim world and serve as a recruiting tool for al-Qaeda in its search for agents willing to hit the United States.	▁Sharon ' s ▁hard ▁line ▁has ▁work ed▁in ▁t and em ▁with ▁Hamas ' s ▁terrorism ▁to ▁rat che t ▁up ▁tensions ▁further ▁and▁f urther , ▁which ▁sp ill ▁over ▁into▁the ▁Muslim ▁world ▁and ▁serve ▁as▁a ▁recruit ing▁to ol ▁for ▁al - Qaeda ▁in▁its ▁search ▁for ▁agents ▁willing▁to ▁hit ▁the ▁United▁States .	▁Sharon ' s▁hard ▁line ▁has ▁work ed▁in ▁t andem ▁with▁Hamas ' s ▁terrorism ▁to ▁rat che t ▁up ▁tensions ▁further ▁and▁f urther , ▁which ▁sp ill ▁over ▁into▁the ▁Muslim ▁world ▁and ▁serve▁as▁a ▁recruit ing▁to ol ▁for▁al - Qaeda ▁in▁its ▁search ▁for ▁agents ▁willing▁to ▁hit▁the ▁United▁States .	▁Sharon ' s▁hard▁line ▁has ▁worked▁in ▁tandem ▁with▁Hamas ' s ▁terrorism ▁to ▁rat che t▁up▁tensions ▁further ▁and▁f urther , ▁which ▁sp ill ▁over ▁into▁the ▁Muslim ▁world ▁and ▁serve▁as▁a ▁recruit ing▁to ol▁for▁al - Qaeda ▁in▁its ▁search▁for ▁agents ▁willing▁to ▁hit▁the ▁United▁States .
153	-ary,-ase,-ed,-es,-ine,-ish,-ly,-st,an-,gen-,un-	Israel owes the United States at least this much, in this crisis, to cease militarily unnecessary provocations and establish genuine peace.	▁Israel ▁o wes ▁the ▁United▁States ▁at▁least ▁this ▁much , ▁in▁this ▁crisis , ▁to ▁c ease ▁milit arily ▁un ne cess ary ▁prov ocation s▁and ▁establish ▁gen u ine ▁peace .	▁Israel ▁owes ▁the ▁United▁States ▁at▁least ▁this ▁much , ▁in▁this ▁crisis , ▁to ▁cease ▁milit arily ▁unnecessary ▁prov ocation s▁and ▁establish ▁genuine ▁peace .	▁Israel ▁owes▁the ▁United▁States ▁at▁least ▁this ▁much , ▁in▁this ▁crisis , ▁to ▁cease ▁militarily ▁unnecessary ▁provocation s▁and ▁establish ▁genuine ▁peace .
154	-an,-er,-ics,-ing,-st,ag-,ano-	3) Make Iraq another Afghanistan, using the Republican Right's own tactics against them.	▁3) ▁Make ▁Iraq ▁another ▁Afghanistan , ▁using▁the ▁Republican ▁Right ' s▁own ▁tact ics ▁against ▁them .	▁3) ▁Make ▁Iraq ▁another ▁Afghanistan , ▁using▁the ▁Republican ▁Right ' s▁own ▁tact ics ▁against▁them .	▁3) ▁Make ▁Iraq ▁another ▁Afghanistan , ▁using▁the ▁Republican ▁Right ' s▁own▁tactics ▁against▁them .
155	-ed,-ile,-ly,-or,-ory,ac-,al-,an-,sym-,ter-,with-	Response: Iraq is actually hostile territory for al-Qaeda, and without Iraqi sympathizers it cannot succeed there.	▁Resp onse : ▁Iraq ▁is▁actually ▁host ile ▁territory ▁for ▁al - Qaeda , ▁and ▁without ▁Iraqi ▁sympath izers ▁it ▁cannot ▁succeed ▁there .	▁Response : ▁Iraq ▁is▁actually ▁hostile ▁territory ▁for▁al - Qaeda , ▁and▁without ▁Iraqi ▁sympath izers ▁it ▁cannot ▁succeed ▁there .	▁Response : ▁Iraq ▁is▁actually ▁hostile ▁territory ▁for▁al - Qaeda , ▁and▁without ▁Iraqi ▁sympathizers ▁it▁cannot ▁succeed ▁there .
156	-es,-et,-ey,-ide,-ing,-le,-ly,-ment,-ty,ab-,an-,fore-,im-	By moving quickly to Iraqi sovereignty and improvement of Iraqi lives, the US may be able to get Iraqis on its side, so that they turn in the foreigners.	▁By ▁moving ▁quickly ▁to ▁Iraqi ▁so vere ig nt y▁and ▁improve ment▁of ▁Iraqi ▁lives , ▁the▁US ▁may▁be ▁able ▁to▁get ▁Iraqis ▁on ▁its ▁side , ▁so ▁that▁they ▁turn ▁in▁the ▁foreign ers .	▁By ▁moving ▁quickly ▁to ▁Iraqi ▁so vereignt y▁and ▁improve ment▁of ▁Iraqi ▁lives , ▁the▁US ▁may▁be ▁able▁to▁get ▁Iraqis ▁on ▁its ▁side , ▁so ▁that▁they ▁turn ▁in▁the ▁foreigners .	▁By ▁moving ▁quickly▁to ▁Iraqi ▁sovereignt y▁and▁improve ment▁of ▁Iraqi ▁lives , ▁the▁US ▁may▁be ▁able▁to▁get ▁Iraqis ▁on▁its▁side , ▁so ▁that▁they ▁turn ▁in▁the ▁foreigners .
157	-ate,-es,-ly,-wise,al-,an-,like-	Certainly, the Shiites already hate al-Qaeda and would help; likewise the Kurds.	▁C ertain ly , ▁the ▁Shiites ▁already ▁hate ▁al - Qaeda ▁and▁would ▁help ; ▁like wise ▁the ▁Kurd s .	▁Certainly , ▁the ▁Shiites ▁already ▁hate ▁al - Qaeda ▁and▁would ▁help ; ▁likewise ▁the ▁Kurds .	▁Certainly , ▁the ▁Shiites ▁already ▁hate ▁al - Qaeda ▁and▁would ▁help ; ▁likewise ▁the▁Kurds .
158	-ed,-ing,-oid,al-,ent-	The problem of mollifying the Sunnis, though, has to be solved to avoid giving al-Qaeda an entrée.	▁The ▁problem ▁of ▁m oll ify ing▁the ▁Sunnis , ▁though , ▁has ▁to▁be ▁sol v ed▁to ▁avoid ▁giving ▁al - Qaeda ▁an ▁ent r é e .	▁The▁problem ▁of ▁moll ify ing▁the ▁Sunnis , ▁though , ▁has▁to▁be ▁sol v ed▁to ▁avoid ▁giving ▁al - Qaeda ▁an ▁entr é e .	▁The▁problem ▁of ▁mollify ing▁the ▁Sunnis , ▁though , ▁has▁to▁be ▁sol v ed▁to ▁avoid ▁giving ▁al - Qaeda ▁an ▁entr é e .
159	-et,-ey,-ile,-ing,-ism,-or,an-,in-,mon-	The Americans have to put away their free-market fetishism for a while and find ways of creating jobs and pumping money into Iraqi households.	▁The ▁Americans ▁have▁to ▁put ▁away ▁their ▁free - market ▁f et ish ism ▁for▁a▁while ▁and ▁find ▁ways ▁of ▁creat ing ▁job s▁and ▁pump ing ▁money ▁into ▁Iraqi ▁house hold s .	▁The ▁Americans ▁have▁to ▁put ▁away ▁their ▁free - market ▁f et ish ism ▁for▁a▁while ▁and▁find ▁ways▁of ▁creating ▁jobs▁and ▁pump ing ▁money ▁into ▁Iraqi ▁household s .	▁The▁Americans ▁have▁to▁put ▁away ▁their ▁free - market▁fetish ism ▁for▁a▁while ▁and▁find ▁ways▁of ▁creating ▁jobs▁and ▁pumping ▁money▁into ▁Iraqi ▁households .
